2/6/2010 140 10
2/6/2010 141 10
2/6/2010 142 10
2/7/2010 143 10
2/7/2010 144 10
2/7/2010 145 10
2/7/2010 146 10
2/7/2010 147 10
2/7/2010 148 10
2/7/2010 149 10
2/8/2010 150 10
2/8/2010 151 10
2/8/2010 152 10
2/8/2010 153 10
2/8/2010 154 10
2/8/2010 155 10
2/8/2010 156 10
2/9/2010 157 10
2/9/2010 158 10
2/9/2010 159 10
2/9/2010 160 10
2/9/2010 161 10
2/9/2010 162 10
2/9/2010 163 10
2/10/2010 164 10
2/10/2010 165 10
2/10/2010 166 11
2/10/2010 167 11
2/10/2010 168 11
2/10/2010 169 11
2/10/2010 170 11
2/10/2010 171 11
2/10/2010 172 11
2/11/2010 173 11
2/11/2010 174 11
2/11/2010 175 11
2/11/2010 176 11
2/11/2010 177 11
2/11/2010 178 11
2/11/2010 179 11
2/12/2010 180 11
2/12/2010 181 11
2/12/2010 182 11
2/12/2010 183 11
2/12/2010 184 11
2/12/2010 185 11
2/12/2010 186 11
2/13/2010 187 11
2/13/2010 188 11
2/13/2010 189 11
2/13/2010 190 11
2/13/2010 191 11
2/13/2010 192 11
2/13/2010 193 11
2/14/2010 194 11
2/14/2010 195 11
2/14/2010 196 11
2/14/2010 197 11
2/14/2010 198 11
2/14/2010 199 11
2/14/2010 200 11
2/15/2010 201 11
2/15/2010 202 11
2/15/2010 203 11
2/15/2010 204 11
2/15/2010 205 11
2/15/2010 206 11
2/15/2010 207 11
2/16/2010 208 11
2/16/2010 209 11
2/16/2010 210 11
2/16/2010 211 11
2/16/2010 212 11
2/16/2010 213 11
2/16/2010 214 11
2/17/2010 215 11
2/17/2010 216 11
2/17/2010 217 11
2/17/2010 218 11
2/17/2010 219 11
2/17/2010 220 11
2/17/2010 221 11
2/18/2010 222 11
2/18/2010 223 11
2/18/2010 224 11
2/18/2010 225 11
2/18/2010 226 11
2/18/2010 227 11
2/18/2010 228 11
2/19/2010 229 11
2/19/2010 230 11
2/19/2010 231 11
2/19/2010 232 11
2/19/2010 233 11
2/19/2010 234 11
2/19/2010 235 11
2/20/2010 236 11
2/20/2010 237 11
2/20/2010 238 11
2/20/2010 239 11
2/20/2010 240 11
2/20/2010 241 11
2/20/2010 242 11
2/21/2010 243 11
2/21/2010 244 11
2/21/2010 245 11
2/21/2010 246 11
2/21/2010 247 11
2/21/2010 248 11
2/21/2010 249 11
2/22/2010 250 11
2/22/2010 251 11
2/22/2010 252 11
2/22/2010 253 11
2/22/2010 254 11
2/22/2010 255 11
2/22/2010 256 11
2/23/2010 257 11
2/23/2010 258 11
2/23/2010 259 11
2/23/2010 260 11
2/23/2010 261 11
2/23/2010 262 11
2/23/2010 263 11
2/24/2010 264 11
2/24/2010 265 11
2/24/2010 266 11
2/24/2010 267 11
2/24/2010 268 11
2/24/2010 269 11
2/24/2010 270 11
2/25/2010 271 11
2/25/2010 272 11
2/25/2010 273 11
2/25/2010 274 11
2/25/2010 275 11
2/25/2010 276 11
2/25/2010 277 11
2/26/2010 278 11
2/26/2010 279 11
2/26/2010 280 11
2/26/2010 281 11
2/26/2010 282 11
2/26/2010 283 11
2/26/2010 284 11
2/27/2010 285 11
2/27/2010 286 11
2/27/2010 287 11
2/27/2010 288 11
2/27/2010 289 11
2/27/2010 290 11
2/27/2010 291 11
2/28/2010 292 11
2/28/2010 293 11
2/28/2010 294 11
2/28/2010 295 11
2/28/2010 296 11
2/28/2010 297 11
2/28/2010 298 11
3/1/2010 299 11
3/1/2010 300 11
3/1/2010 301 11
3/1/2010 302 11
3/1/2010 303 11
3/1/2010 304 11
3/1/2010 305 11
3/2/2010 306 11
3/2/2010 307 11
3/2/2010 308 11
3/2/2010 309 11
3/2/2010 310 11
3/2/2010 311 11
3/2/2010 312 11
3/3/2010 313 11
3/3/2010 314 11
3/3/2010 315 11
3/3/2010 316 11
3/3/2010 317 11
3/4/2010 318 12
3/4/2010 319 12
3/4/2010 320 12
3/4/2010 321 12
3/4/2010 322 12
3/5/2010 323 13
3/5/2010 324 13
3/5/2010 325 13
3/5/2010 326 13
3/5/2010 327 13
3/5/2010 328 13
3/5/2010 329 13
3/6/2010 330 13
3/6/2010 331 13
3/6/2010 332 13
3/6/2010 333 13
3/6/2010 334 13
3/6/2010 335 13
3/6/2010 336 13
3/7/2010 337 13
3/7/2010 338 13
3/7/2010 339 13
3/7/2010 340 13
3/7/2010 341 13
3/7/2010 342 13
3/7/2010 343 13
3/8/2010 344 13
3/8/2010 345 13
3/8/2010 346 13
3/8/2010 347 13
3/8/2010 348 13
3/8/2010 349 13
3/8/2010 350 13
3/9/2010 351 13
3/9/2010 352 13
3/9/2010 353 13
3/10/2010 354 14
3/10/2010 355 14
3/10/2010 356 14
3/10/2010 357 14
3/10/2010 358 14
3/10/2010 359 14
3/10/2010 360 14
3/11/2010 361 14
3/11/2010 362 14
3/11/2010 363 14
3/11/2010 364 14
3/11/2010 365 14
3/11/2010 366 14
3/11/2010 367 14
3/12/2010 368 14
3/12/2010 369 14
3/12/2010 370 14
3/12/2010 371 14
3/12/2010 372 14
3/12/2010 373 14
3/12/2010 374 14
3/13/2010 375 14
3/13/2010 376 14
3/13/2010 377 14
3/13/2010 378 14
3/13/2010 379 14
3/13/2010 380 14
3/13/2010 381 14
3/14/2010 382 14
3/14/2010 383 14
3/14/2010 384 14
3/14/2010 385 14
3/14/2010 386 14
3/14/2010 387 14
3/14/2010 388 14
3/15/2010 389 14
3/15/2010 390 14
3/15/2010 391 14
3/15/2010 392 14
3/15/2010 393 14
3/15/2010 394 14
3/15/2010 395 14
3/16/2010 396 14
3/16/2010 397 14
3/16/2010 398 14
3/16/2010 399 14
3/16/2010 400 14
3/16/2010 401 14
3/16/2010 402 14
3/17/2010 403 15
3/17/2010 404 15
3/17/2010 404 15
3/17/2010 405 15
3/17/2010 406 15
3/17/2010 407 15
3/17/2010 408 15
3/17/2010 409 15
3/17/2010 410 15
3/17/2010 411 15
3/17/2010 412 15
3/17/2010 413 15
3/17/2010 414 15
3/17/2010 415 15
3/17/2010 416 15
3/17/2010 417 15
3/17/2010 418 15
3/17/2010 419 15
3/17/2010 420 15
